,param_C,param_kernel,param_gamma,param_shrinking,param_break_ties,param_decision_function_shape,mean_test_score,std_test_score,variance
225,3.666666666666667,poly,scale,False,False,ovo,0.8176470588235294,0.06809315825170718,0.0046366782006920385
273,4.722222222222222,poly,scale,False,True,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
272,4.722222222222222,poly,scale,True,True,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
497,7.888888888888889,poly,scale,False,False,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
496,7.888888888888889,poly,scale,True,False,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
240,3.666666666666667,poly,scale,True,False,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
241,3.666666666666667,poly,scale,False,False,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
176,2.611111111111111,poly,scale,True,False,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
545,8.944444444444445,poly,scale,False,False,ovo,0.8176470588235294,0.06809315825170718,0.0046366782006920385
608,10.0,poly,scale,True,False,ovo,0.8176470588235294,0.06809315825170718,0.0046366782006920385
161,2.611111111111111,poly,scale,False,False,ovo,0.8176470588235294,0.06809315825170718,0.0046366782006920385
80,1.5555555555555556,poly,scale,True,True,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
81,1.5555555555555556,poly,scale,False,True,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
96,1.5555555555555556,poly,scale,True,False,ovo,0.8176470588235294,0.06809315825170718,0.0046366782006920385
97,1.5555555555555556,poly,scale,False,False,ovo,0.8176470588235294,0.06809315825170718,0.0046366782006920385
337,5.777777777777778,poly,scale,False,True,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
592,10.0,poly,scale,True,True,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
112,1.5555555555555556,poly,scale,True,False,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
113,1.5555555555555556,poly,scale,False,False,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
464,7.888888888888889,poly,scale,True,True,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
465,7.888888888888889,poly,scale,False,True,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
561,8.944444444444445,poly,scale,False,False,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
560,8.944444444444445,poly,scale,True,False,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
144,2.611111111111111,poly,scale,True,True,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
145,2.611111111111111,poly,scale,False,True,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
305,4.722222222222222,poly,scale,False,False,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
304,4.722222222222222,poly,scale,True,False,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
160,2.611111111111111,poly,scale,True,False,ovo,0.8176470588235294,0.06809315825170718,0.0046366782006920385
336,5.777777777777778,poly,scale,True,True,ovr,0.8176470588235294,0.06809315825170718,0.0046366782006920385
16,0.5,poly,scale,True,True,ovr,0.6,0.03529411764705883,0.0012456747404844294
48,0.5,poly,scale,True,False,ovr,0.6,0.03529411764705883,0.0012456747404844294
32,0.5,poly,scale,True,False,ovo,0.6,0.03529411764705883,0.0012456747404844294
49,0.5,poly,scale,False,False,ovr,0.6,0.03529411764705883,0.0012456747404844294
17,0.5,poly,scale,False,True,ovr,0.6,0.03529411764705883,0.0012456747404844294
33,0.5,poly,scale,False,False,ovo,0.6,0.03529411764705883,0.0012456747404844294
557,8.944444444444445,rbf,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
558,8.944444444444445,sigmoid,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
559,8.944444444444445,sigmoid,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
127,1.5555555555555556,sigmoid,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
126,1.5555555555555556,sigmoid,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
125,1.5555555555555556,rbf,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
124,1.5555555555555556,rbf,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
383,5.777777777777778,sigmoid,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
556,8.944444444444445,rbf,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
120,1.5555555555555556,poly,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
111,1.5555555555555556,sigmoid,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
110,1.5555555555555556,sigmoid,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
568,8.944444444444445,poly,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
569,8.944444444444445,poly,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
109,1.5555555555555556,rbf,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
108,1.5555555555555556,rbf,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
572,8.944444444444445,rbf,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
573,8.944444444444445,rbf,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
574,8.944444444444445,sigmoid,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
121,1.5555555555555556,poly,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
153,2.611111111111111,poly,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
152,2.611111111111111,poly,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
543,8.944444444444445,sigmoid,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
185,2.611111111111111,poly,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
184,2.611111111111111,poly,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
536,8.944444444444445,poly,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
537,8.944444444444445,poly,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
175,2.611111111111111,sigmoid,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
174,2.611111111111111,sigmoid,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
540,8.944444444444445,rbf,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
541,8.944444444444445,rbf,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
542,8.944444444444445,sigmoid,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
173,2.611111111111111,rbf,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
105,1.5555555555555556,poly,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
172,2.611111111111111,rbf,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
169,2.611111111111111,poly,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
168,2.611111111111111,poly,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
159,2.611111111111111,sigmoid,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
158,2.611111111111111,sigmoid,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
157,2.611111111111111,rbf,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
156,2.611111111111111,rbf,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
552,8.944444444444445,poly,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
553,8.944444444444445,poly,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
575,8.944444444444445,sigmoid,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
94,1.5555555555555556,sigmoid,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
104,1.5555555555555556,poly,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
30,0.5,sigmoid,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
44,0.5,rbf,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
620,10.0,rbf,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
621,10.0,rbf,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
622,10.0,sigmoid,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
623,10.0,sigmoid,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
41,0.5,poly,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
40,0.5,poly,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
31,0.5,sigmoid,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
29,0.5,rbf,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
617,10.0,poly,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
28,0.5,rbf,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
632,10.0,poly,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
633,10.0,poly,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
25,0.5,poly,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
24,0.5,poly,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
636,10.0,rbf,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
637,10.0,rbf,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
638,10.0,sigmoid,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
45,0.5,rbf,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
616,10.0,poly,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
95,1.5555555555555556,sigmoid,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
62,0.5,sigmoid,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
189,2.611111111111111,rbf,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
93,1.5555555555555556,rbf,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
92,1.5555555555555556,rbf,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
89,1.5555555555555556,poly,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
88,1.5555555555555556,poly,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
600,10.0,poly,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
601,10.0,poly,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
63,0.5,sigmoid,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
604,10.0,rbf,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
46,0.5,sigmoid,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
605,10.0,rbf,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
606,10.0,sigmoid,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
607,10.0,sigmoid,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
61,0.5,rbf,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
60,0.5,rbf,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
57,0.5,poly,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
56,0.5,poly,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
47,0.5,sigmoid,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
188,2.611111111111111,rbf,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
190,2.611111111111111,sigmoid,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
408,6.833333333333334,poly,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
430,6.833333333333334,sigmoid,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
350,5.777777777777778,sigmoid,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
349,5.777777777777778,rbf,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
348,5.777777777777778,rbf,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
345,5.777777777777778,poly,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
344,5.777777777777778,poly,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
319,4.722222222222222,sigmoid,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
318,4.722222222222222,sigmoid,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
440,6.833333333333334,poly,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
441,6.833333333333334,poly,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
317,4.722222222222222,rbf,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
316,4.722222222222222,rbf,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
444,6.833333333333334,rbf,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
445,6.833333333333334,rbf,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
446,6.833333333333334,sigmoid,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
447,6.833333333333334,sigmoid,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
313,4.722222222222222,poly,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
312,4.722222222222222,poly,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
303,4.722222222222222,sigmoid,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
302,4.722222222222222,sigmoid,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
431,6.833333333333334,sigmoid,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
429,6.833333333333334,rbf,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
300,4.722222222222222,rbf,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
428,6.833333333333334,rbf,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
409,6.833333333333334,poly,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
382,5.777777777777778,sigmoid,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
381,5.777777777777778,rbf,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
412,6.833333333333334,rbf,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
413,6.833333333333334,rbf,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
414,6.833333333333334,sigmoid,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
415,6.833333333333334,sigmoid,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
380,5.777777777777778,rbf,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
377,5.777777777777778,poly,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
376,5.777777777777778,poly,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
367,5.777777777777778,sigmoid,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
366,5.777777777777778,sigmoid,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
365,5.777777777777778,rbf,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
364,5.777777777777778,rbf,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
361,5.777777777777778,poly,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
424,6.833333333333334,poly,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
425,6.833333333333334,poly,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
360,5.777777777777778,poly,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
351,5.777777777777778,sigmoid,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
301,4.722222222222222,rbf,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
297,4.722222222222222,poly,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
191,2.611111111111111,sigmoid,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
493,7.888888888888889,rbf,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
495,7.888888888888889,sigmoid,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
239,3.666666666666667,sigmoid,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
238,3.666666666666667,sigmoid,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
237,3.666666666666667,rbf,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
236,3.666666666666667,rbf,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
233,3.666666666666667,poly,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
232,3.666666666666667,poly,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
223,3.666666666666667,sigmoid,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
222,3.666666666666667,sigmoid,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
504,7.888888888888889,poly,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
505,7.888888888888889,poly,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
221,3.666666666666667,rbf,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
220,3.666666666666667,rbf,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
508,7.888888888888889,rbf,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
509,7.888888888888889,rbf,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
510,7.888888888888889,sigmoid,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
511,7.888888888888889,sigmoid,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
217,3.666666666666667,poly,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
216,3.666666666666667,poly,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
494,7.888888888888889,sigmoid,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
492,7.888888888888889,rbf,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
296,4.722222222222222,poly,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
248,3.666666666666667,poly,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
472,7.888888888888889,poly,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
473,7.888888888888889,poly,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
287,4.722222222222222,sigmoid,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
286,4.722222222222222,sigmoid,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
476,7.888888888888889,rbf,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
477,7.888888888888889,rbf,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
478,7.888888888888889,sigmoid,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
479,7.888888888888889,sigmoid,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
285,4.722222222222222,rbf,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
284,4.722222222222222,rbf,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
281,4.722222222222222,poly,auto,False,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
280,4.722222222222222,poly,auto,True,True,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
255,3.666666666666667,sigmoid,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
254,3.666666666666667,sigmoid,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
253,3.666666666666667,rbf,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
252,3.666666666666667,rbf,auto,True,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
488,7.888888888888889,poly,auto,True,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
489,7.888888888888889,poly,auto,False,False,ovo,0.5117647058823529,0.014408763192842226,0.0002076124567474049
249,3.666666666666667,poly,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
639,10.0,sigmoid,auto,False,False,ovr,0.5117647058823529,0.014408763192842226,0.0002076124567474049
0,0.5,poly,scale,True,True,ovo,,,
1,0.5,poly,scale,False,True,ovo,,,
2,0.5,linear,scale,True,True,ovo,,,
3,0.5,linear,scale,False,True,ovo,,,
4,0.5,rbf,scale,True,True,ovo,,,
5,0.5,rbf,scale,False,True,ovo,,,
6,0.5,sigmoid,scale,True,True,ovo,,,
7,0.5,sigmoid,scale,False,True,ovo,,,
8,0.5,poly,auto,True,True,ovo,,,
9,0.5,poly,auto,False,True,ovo,,,
10,0.5,linear,auto,True,True,ovo,,,
11,0.5,linear,auto,False,True,ovo,,,
12,0.5,rbf,auto,True,True,ovo,,,
13,0.5,rbf,auto,False,True,ovo,,,
14,0.5,sigmoid,auto,True,True,ovo,,,
15,0.5,sigmoid,auto,False,True,ovo,,,
64,1.5555555555555556,poly,scale,True,True,ovo,,,
65,1.5555555555555556,poly,scale,False,True,ovo,,,
66,1.5555555555555556,linear,scale,True,True,ovo,,,
67,1.5555555555555556,linear,scale,False,True,ovo,,,
68,1.5555555555555556,rbf,scale,True,True,ovo,,,
69,1.5555555555555556,rbf,scale,False,True,ovo,,,
70,1.5555555555555556,sigmoid,scale,True,True,ovo,,,
71,1.5555555555555556,sigmoid,scale,False,True,ovo,,,
72,1.5555555555555556,poly,auto,True,True,ovo,,,
73,1.5555555555555556,poly,auto,False,True,ovo,,,
74,1.5555555555555556,linear,auto,True,True,ovo,,,
75,1.5555555555555556,linear,auto,False,True,ovo,,,
76,1.5555555555555556,rbf,auto,True,True,ovo,,,
77,1.5555555555555556,rbf,auto,False,True,ovo,,,
78,1.5555555555555556,sigmoid,auto,True,True,ovo,,,
79,1.5555555555555556,sigmoid,auto,False,True,ovo,,,
128,2.611111111111111,poly,scale,True,True,ovo,,,
129,2.611111111111111,poly,scale,False,True,ovo,,,
130,2.611111111111111,linear,scale,True,True,ovo,,,
131,2.611111111111111,linear,scale,False,True,ovo,,,
132,2.611111111111111,rbf,scale,True,True,ovo,,,
133,2.611111111111111,rbf,scale,False,True,ovo,,,
134,2.611111111111111,sigmoid,scale,True,True,ovo,,,
135,2.611111111111111,sigmoid,scale,False,True,ovo,,,
136,2.611111111111111,poly,auto,True,True,ovo,,,
137,2.611111111111111,poly,auto,False,True,ovo,,,
138,2.611111111111111,linear,auto,True,True,ovo,,,
139,2.611111111111111,linear,auto,False,True,ovo,,,
140,2.611111111111111,rbf,auto,True,True,ovo,,,
141,2.611111111111111,rbf,auto,False,True,ovo,,,
142,2.611111111111111,sigmoid,auto,True,True,ovo,,,
143,2.611111111111111,sigmoid,auto,False,True,ovo,,,
192,3.666666666666667,poly,scale,True,True,ovo,,,
193,3.666666666666667,poly,scale,False,True,ovo,,,
194,3.666666666666667,linear,scale,True,True,ovo,,,
195,3.666666666666667,linear,scale,False,True,ovo,,,
196,3.666666666666667,rbf,scale,True,True,ovo,,,
197,3.666666666666667,rbf,scale,False,True,ovo,,,
198,3.666666666666667,sigmoid,scale,True,True,ovo,,,
199,3.666666666666667,sigmoid,scale,False,True,ovo,,,
200,3.666666666666667,poly,auto,True,True,ovo,,,
201,3.666666666666667,poly,auto,False,True,ovo,,,
202,3.666666666666667,linear,auto,True,True,ovo,,,
203,3.666666666666667,linear,auto,False,True,ovo,,,
204,3.666666666666667,rbf,auto,True,True,ovo,,,
205,3.666666666666667,rbf,auto,False,True,ovo,,,
206,3.666666666666667,sigmoid,auto,True,True,ovo,,,
207,3.666666666666667,sigmoid,auto,False,True,ovo,,,
256,4.722222222222222,poly,scale,True,True,ovo,,,
257,4.722222222222222,poly,scale,False,True,ovo,,,
258,4.722222222222222,linear,scale,True,True,ovo,,,
259,4.722222222222222,linear,scale,False,True,ovo,,,
260,4.722222222222222,rbf,scale,True,True,ovo,,,
261,4.722222222222222,rbf,scale,False,True,ovo,,,
262,4.722222222222222,sigmoid,scale,True,True,ovo,,,
263,4.722222222222222,sigmoid,scale,False,True,ovo,,,
264,4.722222222222222,poly,auto,True,True,ovo,,,
265,4.722222222222222,poly,auto,False,True,ovo,,,
266,4.722222222222222,linear,auto,True,True,ovo,,,
267,4.722222222222222,linear,auto,False,True,ovo,,,
268,4.722222222222222,rbf,auto,True,True,ovo,,,
269,4.722222222222222,rbf,auto,False,True,ovo,,,
270,4.722222222222222,sigmoid,auto,True,True,ovo,,,
271,4.722222222222222,sigmoid,auto,False,True,ovo,,,
320,5.777777777777778,poly,scale,True,True,ovo,,,
321,5.777777777777778,poly,scale,False,True,ovo,,,
322,5.777777777777778,linear,scale,True,True,ovo,,,
323,5.777777777777778,linear,scale,False,True,ovo,,,
324,5.777777777777778,rbf,scale,True,True,ovo,,,
325,5.777777777777778,rbf,scale,False,True,ovo,,,
326,5.777777777777778,sigmoid,scale,True,True,ovo,,,
327,5.777777777777778,sigmoid,scale,False,True,ovo,,,
328,5.777777777777778,poly,auto,True,True,ovo,,,
329,5.777777777777778,poly,auto,False,True,ovo,,,
330,5.777777777777778,linear,auto,True,True,ovo,,,
331,5.777777777777778,linear,auto,False,True,ovo,,,
332,5.777777777777778,rbf,auto,True,True,ovo,,,
333,5.777777777777778,rbf,auto,False,True,ovo,,,
334,5.777777777777778,sigmoid,auto,True,True,ovo,,,
335,5.777777777777778,sigmoid,auto,False,True,ovo,,,
384,6.833333333333334,poly,scale,True,True,ovo,,,
385,6.833333333333334,poly,scale,False,True,ovo,,,
